rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
852,3400,food & beverage,acharya balkrishna,50.0,india,haridwar,consumer goods,food & beverage,india,True,u,m,1972-07-25 00:00:00,balkrishna,acharya,2023-04-04 05:01:00,1972.0,7.0,25.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
852,3400,manufacturing,markus blocher,52.0,switzerland,wilen bei wollerau,chemicals,manufacturing,switzerland,False,u,m,1971-01-01 00:00:00,blocher,markus,2023-04-04 05:01:00,1971.0,1.0,1.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
852,3400,diversified,richard branson,72.0,british virgin islands,necker island,virgin,diversified,united kingdom,True,d,m,1950-07-18 00:00:00,branson,richard,2023-04-04 05:01:00,1950.0,7.0,18.0,117.24,2.9,21427700000000,65.6,101.8,78.5,9.6,41.2,328239523.0,37.09024,10.451526
852,3400,finance & investments,cho jung-ho,64.0,south korea,seoul,finance,finance & investments,south korea,False,u,m,1958-10-05 00:00:00,cho,jung-ho,2023-04-04 05:01:00,1958.0,10.0,5.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
852,3400,food & beverage,alessandra garavoglia,63.0,italy,milan,spirits,food & beverage,italy,False,u,f,1960-02-06 00:00:00,garavoglia,alessandra,2023-04-04 05:01:00,1960.0,2.0,6.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
852,3400,fashion & retail,laurence graff & family,84.0,switzerland,gstaad,diamond jewelry,fashion & retail,united kingdom,True,e,m,1938-06-13 00:00:00,graff,laurence,2023-04-04 05:01:00,1938.0,6.0,13.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
852,3400,media & entertainment,"amos hostetter, jr.",86.0,united states,boston,cable television,media & entertainment,united states,True,d,m,1937-01-12 00:00:00,hostetter,amos,2023-04-04 05:01:00,1937.0,1.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,sports,robert johnson,75.0,united states,palm beach,"johnson & johnson, sports",sports,united states,False,n,m,1947-04-12 00:00:00,johnson,robert,2023-04-04 05:01:00,1947.0,4.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,finance & investments,steven klinsky,66.0,united states,new york,investments,finance & investments,united states,True,e,m,1956-05-30 00:00:00,klinsky,steven,2023-04-04 05:01:00,1956.0,5.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,fashion & retail,william lauder,62.0,united states,new york,estee lauder,fashion & retail,united states,False,d,m,1960-04-11 00:00:00,lauder,william,2023-04-04 05:01:00,1960.0,4.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,food & beverage,john middleton,68.0,united states,bryn mawr,tobacco,food & beverage,united states,False,e,m,1955-03-02 00:00:00,middleton,john,2023-04-04 05:01:00,1955.0,3.0,2.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,fashion & retail,hiroshi mikitani,58.0,japan,tokyo,online retail,fashion & retail,japan,True,d,m,1965-03-11 00:00:00,mikitani,hiroshi,2023-04-04 05:01:00,1965.0,3.0,11.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
852,3400,technology,bob parsons,72.0,united states,scottsdale,web hosting,technology,united states,True,e,m,1950-11-27 00:00:00,parsons,bob,2023-04-04 05:01:00,1950.0,11.0,27.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,finance & investments,j. joe ricketts & family,81.0,united states,little jackson hole,td ameritrade,finance & investments,united states,True,d,m,1941-07-16 00:00:00,ricketts,j. joe,2023-04-04 05:01:00,1941.0,7.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,real estate,herb simon,88.0,united states,indianapolis,real estate,real estate,united states,True,d,m,1934-10-23 00:00:00,simon,herb,2023-04-04 05:01:00,1934.0,10.0,23.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,healthcare,leena tewari,65.0,india,mumbai,pharmaceuticals,healthcare,india,False,d,f,1957-09-03 00:00:00,tewari,leena,2023-04-04 05:01:00,1957.0,9.0,3.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
852,3400,media & entertainment,stefan von holtzbrinck,59.0,germany,stuttgart,publishing,media & entertainment,germany,False,u,m,1963-05-15 00:00:00,von holtzbrinck,stefan,2023-04-04 05:01:00,1963.0,5.0,15.0,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
852,3400,food & beverage,hans peter wild,81.0,switzerland,zug,flavorings,food & beverage,switzerland,False,d,m,1941-06-16 00:00:00,wild,hans peter,2023-04-04 05:01:00,1941.0,6.0,16.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
852,3400,healthcare,wu guanjiang & family,54.0,china,chongqing,pharmaceuticals,healthcare,china,True,d,m,1968-12-21 00:00:00,wu,guanjiang,2023-04-04 05:01:00,1968.0,12.0,21.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
852,3400,technology,yi zheng,52.0,china,hangzhou,software,technology,china,True,u,m,1970-10-15 00:00:00,yi,zheng,2023-04-04 05:01:00,1970.0,10.0,15.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
852,3400,technology,eric yuan & family,53.0,united states,santa clara,zoom video communications,technology,united states,True,d,m,1970-02-20 00:00:00,yuan,eric,2023-04-04 05:01:00,1970.0,2.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
852,3400,media & entertainment,charles zegar,75.0,united states,new york,bloomberg lp,media & entertainment,united states,True,u,m,1948-02-29 00:00:00,zegar,charles,2023-04-04 05:01:00,1948.0,2.0,29.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,construction & engineering,mohed altrad,75.0,france,montpellier,"scaffolding, cement mixers",construction & engineering,france,True,d,m,1948-03-09 00:00:00,altrad,mohed,2023-04-04 05:01:00,1948.0,3.0,9.0,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
878,3300,finance & investments,john arnold,49.0,united states,houston,hedge funds,finance & investments,united states,True,e,m,1974-03-09 00:00:00,arnold,john,2023-04-04 05:01:00,1974.0,3.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,manufacturing,bill austin,81.0,united states,brownsville,hearing aids,manufacturing,united states,True,u,m,1942-02-25 00:00:00,austin,bill,2023-04-04 05:01:00,1942.0,2.0,25.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,manufacturing,chen shibin,56.0,china,lianyungang,quartz products,manufacturing,china,True,u,m,1966-11-01 00:00:00,chen,shibin,2023-04-04 05:01:00,1966.0,11.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,food & beverage,bennett dorrance,77.0,united states,paradise valley,campbell soup,food & beverage,united states,False,u,m,1946-02-09 00:00:00,dorrance,bennett,2023-04-04 05:01:00,1946.0,2.0,9.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,food & beverage,walter faria,68.0,brazil,rio de janeiro,beer,food & beverage,brazil,True,e,m,1955-04-01 00:00:00,faria,walter,2023-04-04 05:01:00,1955.0,4.0,1.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
878,3300,automotive,walter frey,79.0,switzerland,küsnacht,car dealerships,automotive,switzerland,False,u,m,1943-07-30 00:00:00,frey,walter,2023-04-04 05:01:00,1943.0,7.0,30.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
878,3300,technology,fu liquan & family,55.0,china,hangzhou,surveillance equipment,technology,china,True,d,m,1967-08-01 00:00:00,fu,liquan,2023-04-04 05:01:00,1967.0,8.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,real estate,john gandel,88.0,australia,melbourne,shopping malls,real estate,australia,False,e,m,1934-08-13 00:00:00,gandel,john,2023-04-04 05:01:00,1934.0,8.0,13.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
878,3300,construction & engineering,peter gilgan,72.0,canada,oakville,homebuilding,construction & engineering,canada,True,u,m,1951-01-01 00:00:00,gilgan,peter,2023-04-04 05:01:00,1951.0,1.0,1.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
878,3300,diversified,kwek leng beng,82.0,singapore,singapore,diversified,diversified,singapore,False,u,m,1941-01-01 00:00:00,kwek,leng beng,2023-04-04 05:01:00,1941.0,1.0,1.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
878,3300,finance & investments,pablo legorreta,59.0,united states,sag harbor,investments,finance & investments,united states,True,d,m,1963-10-30 00:00:00,legorreta,pablo,2023-04-04 05:01:00,1963.0,10.0,30.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,media & entertainment,arnon milchan,78.0,israel,tel aviv,movie making,media & entertainment,israel,True,d,m,1944-12-06 00:00:00,milchan,arnon,2023-04-04 05:01:00,1944.0,12.0,6.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
878,3300,fashion & retail,akio nitori,79.0,japan,hokkaido,home furnishings,fashion & retail,japan,True,d,m,1944-03-05 00:00:00,nitori,akio,2023-04-04 05:01:00,1944.0,3.0,5.0,105.48,0.5,5081769542380,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
878,3300,metals & mining,julio ponce lerou,77.0,chile,santiago,fertilizer,metals & mining,chile,True,d,m,1945-11-13 00:00:00,ponce lerou,julio,2023-04-04 05:01:00,1945.0,11.0,13.0,131.91,2.6,282318159745,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
878,3300,finance & investments,rodger riney & family,77.0,united states,st. louis,discount brokerage,finance & investments,united states,True,d,m,1946-01-01 00:00:00,riney,rodger,2023-04-04 05:01:00,1946.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,diversified,phil ruffin,88.0,united states,las vegas,"casinos, real estate",diversified,united states,True,u,m,1935-03-17 00:00:00,ruffin,phil,2023-04-04 05:01:00,1935.0,3.0,17.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,telecom,naguib sawiris,68.0,egypt,cairo,telecom,telecom,egypt,False,d,m,1954-06-15 00:00:00,sawiris,naguib,2023-04-04 05:01:00,1954.0,6.0,15.0,288.57,9.2,303175127598,35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498
878,3300,finance & investments,neil shen,55.0,china,hong kong,venture capital,finance & investments,hong kong,True,d,m,1967-12-16 00:00:00,shen,neil,2023-04-04 05:01:00,1967.0,12.0,16.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
878,3300,technology,gil shwed,54.0,israel,tel aviv,software,technology,israel,True,d,m,1968-06-12 00:00:00,shwed,gil,2023-04-04 05:01:00,1968.0,6.0,12.0,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
878,3300,finance & investments,stephen smith,71.0,canada,toronto,finance and investments,finance & investments,canada,True,u,m,1951-06-02 00:00:00,smith,stephen,2023-04-04 05:01:00,1951.0,6.0,2.0,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
878,3300,finance & investments,nik storonsky,38.0,united kingdom,london,fintech,finance & investments,united kingdom,True,d,m,1984-07-21 00:00:00,storonsky,nik,2023-04-04 05:01:00,1984.0,7.0,21.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
878,3300,finance & investments,jeffrey talpins,48.0,united states,larchmont,hedge fund,finance & investments,united states,True,u,m,1975-03-06 00:00:00,talpins,jeffrey,2023-04-04 05:01:00,1975.0,3.0,6.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,finance & investments,carl thoma,74.0,united states,dallas,investments,finance & investments,united states,True,u,m,1948-10-12 00:00:00,thoma,carl,2023-04-04 05:01:00,1948.0,10.0,12.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,manufacturing,todd wanek,59.0,united states,st. petersburg,furniture,manufacturing,united states,False,d,m,1964-03-16 00:00:00,wanek,todd,2023-04-04 05:01:00,1964.0,3.0,16.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
878,3300,fashion & retail,takao yasuda,73.0,singapore,singapore,retail,fashion & retail,japan,True,u,m,1949-05-07 00:00:00,yasuda,takao,2023-04-04 05:01:00,1949.0,5.0,7.0,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
905,3200,fashion & retail,giuliana benetton,85.0,italy,treviso,"fashion retail, investments",fashion & retail,italy,True,u,f,1937-07-08 00:00:00,benetton,giuliana,2023-04-04 05:01:00,1937.0,7.0,8.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,fashion & retail,luciano benetton,87.0,italy,ponzano veneto,"fashion retail, investments",fashion & retail,italy,True,u,m,1935-05-13 00:00:00,benetton,luciano,2023-04-04 05:01:00,1935.0,5.0,13.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,manufacturing,arun bharat ram,82.0,india,delhi,chemicals,manufacturing,india,False,d,m,1940-11-15 00:00:00,bharat ram,arun,2023-04-04 05:01:00,1940.0,11.0,15.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,finance & investments,ron burkle,70.0,united kingdom,london,"supermarkets, investments",finance & investments,united states,True,u,m,1952-11-12 00:00:00,burkle,ron,2023-04-04 05:01:00,1952.0,11.0,12.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
905,3200,manufacturing,chen kaixuan,64.0,china,guangzhou,household chemicals,manufacturing,china,True,d,m,1958-05-01 00:00:00,chen,kaixuan,2023-04-04 05:01:00,1958.0,5.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,fashion & retail,brunello cucinelli & family,69.0,italy,solomeo,fashion,fashion & retail,italy,True,u,m,1953-09-03 00:00:00,cucinelli,brunello,2023-04-04 05:01:00,1953.0,9.0,3.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,manufacturing,antonio del valle ruiz & family,84.0,mexico,mexico city,chemicals,manufacturing,mexico,True,d,m,1938-08-13 00:00:00,del valle ruiz,antonio,2023-04-04 05:01:00,1938.0,8.0,13.0,141.54,3.6,1258286717125,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
905,3200,healthcare,gustavo denegri & family,86.0,italy,torino,biotech,healthcare,italy,True,split family fortune,m,1937-03-17 00:00:00,denegri,gustavo,2023-04-04 05:01:00,1937.0,3.0,17.0,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
905,3200,media & entertainment,charles ergen,70.0,united states,denver,satellite tv,media & entertainment,united states,True,d,m,1953-03-01 00:00:00,ergen,charles,2023-04-04 05:01:00,1953.0,3.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,technology,david filo,56.0,united states,palo alto,yahoo,technology,united states,True,d,m,1966-04-15 00:00:00,filo,david,2023-04-04 05:01:00,1966.0,4.0,15.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,logistics,lindsay fox,85.0,australia,melbourne,"logistics, real estate",logistics,australia,True,u,m,1937-04-19 00:00:00,fox,lindsay,2023-04-04 05:01:00,1937.0,4.0,19.0,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
905,3200,fashion & retail,sergei galitsky,55.0,russia,krasnodar,retail,fashion & retail,russia,True,e,m,1967-08-14 00:00:00,galitsky,sergei,2023-04-04 05:01:00,1967.0,8.0,14.0,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
905,3200,technology,senapathy gopalakrishnan,67.0,india,bangalore,software services,technology,india,True,d,m,1955-04-05 00:00:00,gopalakrishnan,senapathy,2023-04-04 05:01:00,1955.0,4.0,5.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,fashion & retail,luciano hang,60.0,brazil,brusque,department stores,fashion & retail,brazil,True,d,m,1962-10-11 00:00:00,hang,luciano,2023-04-04 05:01:00,1962.0,10.0,11.0,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
905,3200,finance & investments,michael hintze,69.0,united kingdom,london,investment,finance & investments,australia,True,e,m,1953-07-27 00:00:00,hintze,michael,2023-04-04 05:01:00,1953.0,7.0,27.0,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
905,3200,healthcare,hu baifan,60.0,china,shaoxing,pharmaceuticals,healthcare,china,True,d,m,1962-10-01 00:00:00,hu,baifan,2023-04-04 05:01:00,1962.0,10.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,finance & investments,hamilton james & family,71.0,united states,new york,investments,finance & investments,united states,True,u,m,1951-08-03 00:00:00,james,hamilton,2023-04-04 05:01:00,1951.0,8.0,3.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,technology,lee boo-jin,52.0,south korea,seoul,samsung,technology,south korea,False,d,f,1970-10-06 00:00:00,lee,boo-jin,2023-04-04 05:01:00,1970.0,10.0,6.0,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
905,3200,manufacturing,li liangbin,55.0,china,xinyu,lithium,manufacturing,china,True,d,m,1967-09-01 00:00:00,li,liangbin,2023-04-04 05:01:00,1967.0,9.0,1.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,manufacturing,liang feng,54.0,china,shanghai,manufacturing,manufacturing,china,True,d,m,1968-11-22 00:00:00,liang,feng,2023-04-04 05:01:00,1968.0,11.0,22.0,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
905,3200,healthcare,samir mehta,59.0,india,ahmedabad,"pharmaceuticals, power",healthcare,india,False,u,m,1963-09-18 00:00:00,mehta,samir,2023-04-04 05:01:00,1963.0,9.0,18.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,healthcare,sudhir mehta,68.0,india,ahmedabad,"pharmaceuticals, power",healthcare,india,False,u,m,1954-04-10 00:00:00,mehta,sudhir,2023-04-04 05:01:00,1954.0,4.0,10.0,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
905,3200,metals & mining,aristotelis mistakidis,61.0,switzerland,zug,"mining, commodities",metals & mining,greece,True,d,m,1961-11-21 00:00:00,mistakidis,aristotelis,2023-04-04 05:01:00,1961.0,11.0,21.0,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
905,3200,real estate,geoffrey palmer,72.0,united states,beverly hills,real estate,real estate,united states,False,n,m,1950-05-11 00:00:00,palmer,geoffrey,2023-04-04 05:01:00,1950.0,5.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,automotive,roger penske,86.0,united states,birmingham,cars,automotive,united states,True,u,m,1937-02-20 00:00:00,penske,roger,2023-04-04 05:01:00,1937.0,2.0,20.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,construction & engineering,ravi pillai,69.0,united arab emirates,dubai,construction,construction & engineering,india,True,u,m,1953-09-02 00:00:00,pillai,ravi,2023-04-04 05:01:00,1953.0,9.0,2.0,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818
905,3200,finance & investments,david rubenstein,73.0,united states,bethesda,private equity,finance & investments,united states,True,d,m,1949-08-11 00:00:00,rubenstein,david,2023-04-04 05:01:00,1949.0,8.0,11.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
905,3200,food & beverage,hilton schlosberg,70.0,united states,irvine,energy drinks,food & beverage,united kingdom,True,u,m,1953-01-01 00:00:00,schlosberg,hilton,2023-04-04 05:01:00,1953.0,1.0,1.0,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
